Id,Name,English_Name,Type,Source,Episodes,Airing,Aired_From,Aired_To,Duration,Rating,Score,Scored_By,Rank,Popularity,Members,Favorites,Season,Year,Broadcast_Day,Broadcast_Time,Producers,Licensors,Studios,Genres,Themes
52991,Sousou no Frieren,Frieren: Beyond Journey's End,TV,Manga,28,False,2023-09-29 00:00:00+00:00,2024-03-22 00:00:00+00:00,24,PG-13 - Teens 13 or older,9.33,521212,1.0,194,918309,54321,fall,2023,Fridays,23:00,"Aniplex, Dentsu, Shogakukan-Shueisha Productions, Nippon Television Network, TOHO animation, Shogakukan",Crunchyroll,Madhouse,"Adventure, Drama, Fantasy",
5114,Fullmetal Alchemist: Brotherhood,Fullmetal Alchemist: Brotherhood,TV,Manga,64,False,2009-04-05 00:00:00+00:00,2010-07-04 00:00:00+00:00,24,R - 17+ (violence & profanity),9.09,2163268,2.0,3,3426057,228856,spring,2009,Sundays,17:00,"Aniplex, Square Enix, Mainichi Broadcasting System, Studio Moriken","Funimation, Aniplex of America",Bones,"Action, Adventure, Drama, Fantasy",Military
56784,Bleach: Sennen Kessen-hen - Soukoku-tan,Bleach: Thousand-Year Blood War - The Conflict,TV,Manga,2,True,2024-10-05 00:00:00+00:00,,24,R - 17+ (violence & profanity),9.07,16834,3.0,1786,130694,1444,fall,2024,Saturdays,23:00,"Pierrot, TV Tokyo, Dentsu, Shueisha, Zack Promotion",,Pierrot Films,"Action, Adventure, Supernatural",
9253,Steins;Gate,Steins;Gate,TV,Visual novel,24,False,2011-04-06 00:00:00+00:00,2011-09-14 00:00:00+00:00,24,PG-13 - Teens 13 or older,9.07,1427771,4.0,14,2624591,191705,spring,2011,Wednesdays,02:05,"Frontier Works, Media Factory, Kadokawa Shoten, Movic, AT-X, Kadokawa Pictures Japan, Nitroplus",Funimation,White Fox,"Drama, Sci-Fi, Suspense","Psychological, Time Travel"
38524,Shingeki no Kyojin Season 3 Part 2,Attack on Titan Season 3 Part 2,TV,Manga,10,False,2019-04-29 00:00:00+00:00,2019-07-01 00:00:00+00:00,23,R - 17+ (violence & profanity),9.05,1635031,5.0,21,2354147,59648,spring,2019,Mondays,00:10,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises",Funimation,Wit Studio,"Action, Drama, Suspense","Gore, Military, Survival"
28977,Gintama°,Gintama Season 4,TV,Manga,51,False,2015-04-08 00:00:00+00:00,2016-03-30 00:00:00+00:00,24,PG-13 - Teens 13 or older,9.05,256763,6.0,341,646673,16839,spring,2015,Wednesdays,18:00,"TV Tokyo, Aniplex, Dentsu","Funimation, Crunchyroll",Bandai Namco Pictures,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai"
39486,Gintama: The Final,Gintama: The Very Final,Movie,Manga,1,False,2021-01-08 00:00:00+00:00,,104,PG-13 - Teens 13 or older,9.04,75673,7.0,1543,158158,4365,winter,2021,,,"TV Tokyo, Aniplex, Dentsu, Bandai, Warner Bros. Japan, Shueisha",Eleven Arts,Bandai Namco Pictures,"Action, Comedy, Drama, Sci-Fi","Gag Humor, Historical, Parody, Samurai"
9969,Gintama',Gintama Season 2,TV,Manga,51,False,2011-04-04 00:00:00+00:00,2012-03-26 00:00:00+00:00,24,PG-13 - Teens 13 or older,9.03,242360,8.0,398,570538,8220,spring,2011,Mondays,18:00,"TV Tokyo, Aniplex, Dentsu, Trinity Sound, Miracle Robo, Shueisha",,Sunrise,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai"
11061,Hunter x Hunter (2011),Hunter x Hunter,TV,Manga,148,False,2011-10-02 00:00:00+00:00,2014-09-24 00:00:00+00:00,23,PG-13 - Teens 13 or older,9.03,1813210,9.0,8,2920586,214620,fall,2011,Sundays,10:55,"VAP, Nippon Television Network, Shueisha",VIZ Media,Madhouse,"Action, Adventure, Fantasy",
15417,Gintama': Enchousen,Gintama: Enchousen,TV,Manga,13,False,2012-10-04 00:00:00+00:00,2013-03-28 00:00:00+00:00,24,PG-13 - Teens 13 or older,9.02,168798,10.0,751,332933,3061,fall,2012,Thursdays,18:00,"TV Tokyo, Aniplex, Dentsu, Shueisha, Miracle Bus",,Sunrise,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai"
57864,Monogatari Series: Off & Monster Season,Monogatari Series: Off & Monster Season,ONA,Light novel,15,True,2024-07-06 00:00:00+00:00,,25,R - 17+ (violence & profanity),9.01,12371,13.0,2671,71260,644,summer,2024,,,"Aniplex, Kodansha, Rakuonsha",Aniplex of America,Shaft,"Comedy, Mystery, Supernatural",Vampire
820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,OVA,Novel,110,False,1988-01-08 00:00:00+00:00,1997-03-17 00:00:00+00:00,26,R - 17+ (violence & profanity),9.01,81146,12.0,754,331276,16553,winter,1988,,,"TV Tokyo, Kitty Films, Tokuma Shoten, Tokuma Japan Communications, Wright Staff",Sentai Filmworks,"K-Factory, Kitty Film Mitaka Studio","Drama, Sci-Fi","Adult Cast, Military, Space"
41467,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,TV,Manga,13,False,2022-10-11 00:00:00+00:00,2022-12-27 00:00:00+00:00,24,R - 17+ (violence & profanity),9.01,304843,11.0,386,584140,21311,fall,2022,Tuesdays,00:00,"TV Tokyo, Aniplex, Dentsu, Shueisha",VIZ Media,Pierrot,"Action, Adventure, Supernatural",
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,TV,Manga,13,False,2022-04-09 00:00:00+00:00,2022-06-25 00:00:00+00:00,23,PG-13 - Teens 13 or older,9.0,551917,14.0,170,977508,31752,spring,2022,Saturdays,00:00,"Aniplex, Mainichi Broadcasting System, Magic Capsule, Shueisha, JR East Marketing & Communications",Aniplex of America,A-1 Pictures,"Comedy, Romance",School
34096,Gintama.,Gintama Season 5,TV,Manga,12,False,2017-01-09 00:00:00+00:00,2017-03-27 00:00:00+00:00,24,PG-13 - Teens 13 or older,8.98,149488,15.0,776,322612,2752,winter,2017,Mondays,01:35,"TV Tokyo, Aniplex, Dentsu, Shueisha",,Bandai Namco Pictures,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai"
42938,Fruits Basket: The Final,Fruits Basket: The Final Season,TV,Manga,13,False,2021-04-06 00:00:00+00:00,2021-06-29 00:00:00+00:00,23,PG-13 - Teens 13 or older,8.96,247876,16.0,466,499991,20416,spring,2021,Tuesdays,01:30,"TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN",Funimation,TMS Entertainment,"Drama, Romance, Supernatural",
54857,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,Re:ZERO -Starting Life in Another World- Season 3,TV,Light novel,16,True,2024-10-02 00:00:00+00:00,,30,R - 17+ (violence & profanity),8.94,22212,17.0,987,258298,2983,fall,2024,Wednesdays,22:30,"AT-X, Magic Capsule, Memory-Tech, Hakuhodo DY Music & Pictures, Kadokawa, DAXEL",,White Fox,"Drama, Fantasy, Suspense","Isekai, Psychological, Time Travel"
4181,Clannad: After Story,Clannad: After Story,TV,Visual novel,24,False,2008-10-03 00:00:00+00:00,2009-03-27 00:00:00+00:00,24,PG-13 - Teens 13 or older,8.93,669523,19.0,120,1215684,70705,fall,2008,Fridays,01:59,"Pony Canyon, TBS, Rakuonsha, Animation Do",Sentai Filmworks,Kyoto Animation,"Drama, Romance, Supernatural",
918,Gintama,Gintama,TV,Manga,201,False,2006-04-04 00:00:00+00:00,2010-03-25 00:00:00+00:00,24,PG-13 - Teens 13 or older,8.93,402954,20.0,143,1088447,59582,spring,2006,Thursdays,18:00,"TV Tokyo, Aniplex, Dentsu, Trinity Sound, Miracle Robo, Shueisha","Sentai Filmworks, Crunchyroll",Sunrise,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai"
28851,Koe no Katachi,A Silent Voice,Movie,Manga,1,False,2016-09-17 00:00:00+00:00,,130,PG-13 - Teens 13 or older,8.93,1657456,18.0,20,2400491,89666,fall,2016,,,"Shochiku, Pony Canyon, Kodansha, ABC Animation, Quaras","Eleven Arts, NYAV Post",Kyoto Animation,"Award Winning, Drama",
35180,3-gatsu no Lion 2nd Season,March Comes In Like a Lion 2nd Season,TV,Manga,22,False,2017-10-14 00:00:00+00:00,2018-03-31 00:00:00+00:00,25,PG-13 - Teens 13 or older,8.91,203457,21.0,579,410819,15151,fall,2017,Saturdays,23:00,"Aniplex, Dentsu, NHK, Hakusensha, Asmik Ace, Toy's Factory",Aniplex of America,Shaft,Drama,"Childcare, Strategy Game"
2904,Code Geass: Hangyaku no Lelouch R2,Code Geass: Lelouch of the Rebellion R2,TV,Original,25,False,2008-04-06 00:00:00+00:00,2008-09-28 00:00:00+00:00,24,R - 17+ (violence & profanity),8.91,1218318,22.0,47,1822967,77306,spring,2008,Sundays,17:00,"Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners","Funimation, Bandai Entertainment",Sunrise,"Action, Award Winning, Drama, Sci-Fi","Mecha, Military, Super Power"
58125,Look Back,Look Back,Movie,Manga,1,False,2024-06-28 00:00:00+00:00,,62,PG-13 - Teens 13 or older,8.9,9789,24.0,3011,57397,638,summer,2024,,,"Avex Pictures, Shueisha, Amazon MGM Studios",,Studio DURIAN,Drama,Otaku Culture
15335,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,Movie,Manga,1,False,2013-07-06 00:00:00+00:00,,110,PG-13 - Teens 13 or older,8.9,137656,23.0,1024,245645,2114,summer,2013,,,"TV Tokyo, Aniplex, Dentsu, Bandai, Warner Bros. Japan, Shueisha",,Sunrise,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai, Time Travel"
54492,Kusuriya no Hitorigoto,The Apothecary Diaries,TV,Light novel,24,False,2023-10-22 00:00:00+00:00,2024-03-24 00:00:00+00:00,22,PG-13 - Teens 13 or older,8.89,248374,25.0,479,487976,13657,fall,2023,Sundays,01:05,"Dentsu, Square Enix, Nippon Television Network, TOHO animation, Shogakukan, Imagica Infos",,"OLM, TOHO animation STUDIO","Drama, Mystery","Historical, Medical"
37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,Gintama.: Silver Soul Arc - Second Half War,TV,Manga,14,False,2018-07-09 00:00:00+00:00,2018-10-08 00:00:00+00:00,24,PG-13 - Teens 13 or older,8.88,98604,27.0,1225,205095,1054,summer,2018,Mondays,01:35,"TV Tokyo, Aniplex, Dentsu, Shueisha",,Bandai Namco Pictures,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai"
19,Monster,Monster,TV,Manga,74,False,2004-04-07 00:00:00+00:00,2005-09-28 00:00:00+00:00,24,R+ - Mild Nudity,8.88,441067,26.0,126,1172707,54976,spring,2004,Wednesdays,00:40,"VAP, Shogakukan-Shueisha Productions, Nippon Television Network",VIZ Media,Madhouse,"Drama, Mystery, Suspense","Adult Cast, Psychological"
37987,Violet Evergarden Movie,Violet Evergarden: The Movie,Movie,Light novel,1,False,2020-09-18 00:00:00+00:00,,140,PG-13 - Teens 13 or older,8.85,291753,30.0,346,639981,8972,fall,2020,,,"Shochiku, ABC Animation",Funimation,Kyoto Animation,"Award Winning, Drama",
40682,Kingdom 3rd Season,Kingdom: Season 3,TV,Manga,26,False,2020-04-06 00:00:00+00:00,2021-10-17 00:00:00+00:00,25,R - 17+ (violence & profanity),8.83,43627,32.0,2041,109859,2267,spring,2020,Mondays,00:10,Shueisha,Funimation,"Pierrot, Studio Signpost",Action,"Historical, Military"
32281,Kimi no Na wa.,Your Name.,Movie,Original,1,False,2016-08-26 00:00:00+00:00,,106,PG-13 - Teens 13 or older,8.83,1945481,31.0,11,2814414,91559,summer,2016,,,"TOHO, Sound Team Don Juan, Lawson HMV Entertainment, Amuse, JR East Marketing & Communications, Kadokawa, voque ting","Funimation, NYAV Post",CoMix Wave Films,"Award Winning, Drama",
49387,Vinland Saga Season 2,Vinland Saga Season 2,TV,Manga,24,False,2023-01-10 00:00:00+00:00,2023-06-20 00:00:00+00:00,25,R - 17+ (violence & profanity),8.81,358188,33.0,322,673561,16040,winter,2023,Tuesdays,00:30,"Dentsu, Kodansha, Twin Engine",,MAPPA,"Action, Adventure, Drama","Gore, Historical"
36838,Gintama.: Shirogane no Tamashii-hen,Gintama.: Silver Soul Arc,TV,Manga,12,False,2018-01-08 00:00:00+00:00,2018-03-26 00:00:00+00:00,24,PG-13 - Teens 13 or older,8.81,107365,34.0,1164,218710,1184,winter,2018,Mondays,01:35,"TV Tokyo, Aniplex, Dentsu, Shueisha",,Bandai Namco Pictures,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai"
55690,Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,TV,Manga,13,False,2024-01-07 00:00:00+00:00,2024-03-31 00:00:00+00:00,23,PG-13 - Teens 13 or older,8.8,117763,35.0,1156,219726,4823,winter,2024,Sundays,01:30,"Dentsu, TV Asahi, Movic, Magic Capsule, Avex Pictures, Akita Shoten, BS Asahi, TV Asahi Music",Sentai Filmworks,Shin-Ei Animation,"Comedy, Romance",School
37510,Mob Psycho 100 II,Mob Psycho 100 II,TV,Web manga,13,False,2019-01-07 00:00:00+00:00,2019-04-01 00:00:00+00:00,24,PG-13 - Teens 13 or older,8.79,998085,37.0,74,1583045,32847,winter,2019,Mondays,23:00,"Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan",Funimation,Bones,"Action, Comedy, Supernatural",
51009,Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,TV,Manga,23,False,2023-07-06 00:00:00+00:00,2023-12-28 00:00:00+00:00,23,R - 17+ (violence & profanity),8.79,585346,36.0,147,1067798,23283,summer,2023,Thursdays,23:56,"Mainichi Broadcasting System, TOHO animation, Shueisha, dugout, Sumzap",,MAPPA,"Action, Supernatural","Gore, School"
31758,Kizumonogatari III: Reiketsu-hen,Kizumonogatari Part 3: Cold-Blooded,Movie,Light novel,1,False,2017-01-06 00:00:00+00:00,,83,R - 17+ (violence & profanity),8.78,277519,38.0,492,476190,7711,winter,2017,,,"Aniplex, Kodansha",Aniplex of America,Shaft,"Action, Mystery, Supernatural",Vampire
40028,Shingeki no Kyojin: The Final Season,Attack on Titan: Final Season,TV,Manga,16,False,2020-12-07 00:00:00+00:00,2021-03-29 00:00:00+00:00,23,R - 17+ (violence & profanity),8.78,1373693,39.0,33,2071527,52496,winter,2021,Mondays,00:10,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises",Funimation,MAPPA,"Action, Drama, Suspense","Gore, Military, Survival"
32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Haikyu!! 3rd Season,TV,Manga,10,False,2016-10-08 00:00:00+00:00,2016-12-10 00:00:00+00:00,24,PG-13 - Teens 13 or older,8.77,818881,42.0,115,1237717,15644,fall,2016,Saturdays,01:55,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Sentai Filmworks,Production I.G,Sports,"School, Team Sports"
47917,Bocchi the Rock!,Bocchi the Rock!,TV,4-koma manga,12,False,2022-10-09 00:00:00+00:00,2022-12-25 00:00:00+00:00,23,PG-13 - Teens 13 or older,8.77,378496,41.0,353,630137,30166,fall,2022,Sundays,00:00,"Aniplex, Houbunsha",Crunchyroll,CloverWorks,Comedy,"CGDCT, Music"
263,Hajime no Ippo,Fighting Spirit,TV,Manga,75,False,2000-10-04 00:00:00+00:00,2002-03-27 00:00:00+00:00,23,PG-13 - Teens 13 or older,8.77,305133,43.0,365,619134,22907,fall,2000,Tuesdays,00:50,VAP,"Discotek Media, Geneon Entertainment USA",Madhouse,Sports,Combat Sports
199,Sen to Chihiro no Kamikakushi,Spirited Away,Movie,Original,1,False,2001-07-20 00:00:00+00:00,,124,PG - Children,8.77,1328446,40.0,44,1899409,33404,summer,2001,,,"Dentsu, TOHO, Tokuma Shoten, Tohokushinsha Film Corporation, Nippon Television Network, Mitsubishi","Disney Platform Distribution, GKIDS",Studio Ghibli,"Adventure, Award Winning, Fantasy",Mythology
52198,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Kaguya-sama: Love is War -The First Kiss That Never Ends-,Movie,Manga,1,False,2022-12-17 00:00:00+00:00,,96,PG-13 - Teens 13 or older,8.76,162011,46.0,869,295357,2006,winter,2022,,,"Aniplex, Mainichi Broadcasting System, Shueisha, JR East Marketing & Communications",Aniplex of America,A-1 Pictures,"Comedy, Drama, Romance",School
17074,Monogatari Series: Second Season,Monogatari Series: Second Season,TV,Light novel,26,False,2013-07-07 00:00:00+00:00,2013-12-29 00:00:00+00:00,25,R - 17+ (violence & profanity),8.76,364085,47.0,314,683149,23677,summer,2013,Sundays,00:00,"Aniplex, Kodansha, Cyclone Graphics",Aniplex of America,Shaft,"Comedy, Mystery, Romance, Supernatural",Vampire
37521,Vinland Saga,Vinland Saga,TV,Manga,24,False,2019-07-08 00:00:00+00:00,2019-12-30 00:00:00+00:00,24,R - 17+ (violence & profanity),8.76,917631,45.0,73,1591715,49834,summer,2019,Mondays,00:10,"Production I.G, Dentsu, Kodansha, Twin Engine",Sentai Filmworks,Wit Studio,"Action, Adventure, Drama","Gore, Historical"
48583,Shingeki no Kyojin: The Final Season Part 2,Attack on Titan: Final Season Part 2,TV,Manga,12,False,2022-01-10 00:00:00+00:00,2022-04-04 00:00:00+00:00,23,R - 17+ (violence & profanity),8.76,794202,44.0,102,1361099,30623,winter,2022,Mondays,00:05,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Pony Canyon Enterprises",Funimation,MAPPA,"Action, Drama, Suspense","Gore, Military, Survival"
45649,The First Slam Dunk,The First Slam Dunk,Movie,Manga,1,False,2022-12-03 00:00:00+00:00,,124,PG-13 - Teens 13 or older,8.75,22520,49.0,3125,53494,763,winter,2022,,,Shueisha,GKIDS,"Toei Animation, DandeLion Animation Studio","Award Winning, Sports","School, Team Sports"
1,Cowboy Bebop,Cowboy Bebop,TV,Original,26,False,1998-04-03 00:00:00+00:00,1999-04-24 00:00:00+00:00,24,R - 17+ (violence & profanity),8.75,988280,48.0,43,1913855,84065,spring,1998,Saturdays,01:00,Bandai Visual,Funimation,Sunrise,"Action, Award Winning, Sci-Fi","Adult Cast, Space"
50160,Kingdom 4th Season,Kingdom: Season 4,TV,Manga,26,False,2022-04-10 00:00:00+00:00,2022-10-02 00:00:00+00:00,24,R - 17+ (violence & profanity),8.74,30237,50.0,2696,70020,1092,spring,2022,Sundays,00:00,"Avex Pictures, Shueisha, NHK Enterprises",,"Pierrot, Studio Signpost",Action,"Historical, Military"
53223,Kingdom 5th Season,Kingdom: Season 5,TV,Manga,13,False,2024-01-14 00:00:00+00:00,2024-03-31 00:00:00+00:00,24,R - 17+ (violence & profanity),8.73,17050,55.0,3585,41757,487,winter,2024,Sundays,00:00,"Avex Pictures, Shueisha, Jinnan Studio, NHK Enterprises",,"Pierrot, Studio Signpost",Action,"Historical, Military"
2921,Ashita no Joe 2,Tomorrow's Joe 2,TV,Manga,47,False,1980-10-13 00:00:00+00:00,1981-08-31 00:00:00+00:00,24,PG-13 - Teens 13 or older,8.73,21802,51.0,3067,55040,2822,fall,1980,,,Annapuru,,Tokyo Movie Shinsha,"Drama, Sports",Combat Sports
39894,Hibike! Euphonium 3,Sound! Euphonium 3,TV,Novel,13,False,2024-04-07 00:00:00+00:00,2024-06-30 00:00:00+00:00,24,PG-13 - Teens 13 or older,8.73,25824,52.0,2585,75057,1317,spring,2024,Sundays,17:00,"Lantis, Pony Canyon, Rakuonsha, ABC Animation, Heart Company, Bandai Namco Music Live",,Kyoto Animation,Drama,"Music, Performing Arts, School"
44074,Shiguang Dailiren,Link Click,ONA,Original,11,False,2021-04-30 00:00:00+00:00,2021-07-09 00:00:00+00:00,23,PG-13 - Teens 13 or older,8.73,150276,53.0,616,394663,12358,spring,2021,,,"bilibili, BeDream",Funimation,LAN Studio,"Drama, Mystery, Suspense","Adult Cast, Super Power, Time Travel"
47778,Kimetsu no Yaiba: Yuukaku-hen,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,TV,Manga,11,False,2021-12-05 00:00:00+00:00,2022-02-13 00:00:00+00:00,26,R - 17+ (violence & profanity),8.73,963754,52.0,81,1517097,24691,winter,2022,Sundays,23:15,"Aniplex, Shueisha","Aniplex of America, Crunchyroll",ufotable,"Action, Supernatural",Historical
24701,Mushishi Zoku Shou 2nd Season,Mushi-shi: Next Passage Part 2,TV,Manga,10,False,2014-10-19 00:00:00+00:00,2014-12-21 00:00:00+00:00,23,PG-13 - Teens 13 or older,8.72,109413,56.0,923,273177,1508,fall,2014,Sundays,00:30,"Aniplex, Kodansha, Delfi Sound",Aniplex of America,Artland,"Adventure, Mystery, Slice of Life, Supernatural","Adult Cast, Historical, Iyashikei"
21,One Piece,One Piece,TV,Manga,1304,True,1999-10-20 00:00:00+00:00,,24,PG-13 - Teens 13 or older,8.72,1384620,57.0,19,2440481,228373,fall,1999,Sundays,09:30,"Fuji TV, TAP, Shueisha","Funimation, 4Kids Entertainment",Toei Animation,"Action, Adventure, Fantasy",
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,Descending Stories: Showa Genroku Rakugo Shinju,TV,Manga,12,False,2017-01-07 00:00:00+00:00,2017-03-25 00:00:00+00:00,24,PG-13 - Teens 13 or older,8.71,66623,60.0,1305,190885,3181,winter,2017,Saturdays,02:25,"Mainichi Broadcasting System, Kodansha, DAX Production, King Records",,Studio Deen,Drama,"Adult Cast, Historical, Love Polygon, Performing Arts"
50172,Mob Psycho 100 III,Mob Psycho 100 III,TV,Web manga,12,False,2022-10-06 00:00:00+00:00,2022-12-22 00:00:00+00:00,23,PG-13 - Teens 13 or older,8.71,359055,58.0,289,728144,10988,fall,2022,Thursdays,00:00,"Shogakukan-Shueisha Productions, Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan",,Bones,"Action, Comedy, Supernatural",
48569,86 Part 2,86 Eighty-Six Part 2,TV,Light novel,12,False,2021-10-03 00:00:00+00:00,2022-03-19 00:00:00+00:00,23,R - 17+ (violence & profanity),8.71,305122,59.0,427,536665,15869,fall,2021,Sundays,00:00,"Aniplex, Kadokawa, Bandai Spirits",,A-1 Pictures,"Action, Drama, Sci-Fi","Mecha, Military"
53998,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,Bleach: Thousand-Year Blood War - The Separation,TV,Manga,13,False,2023-07-08 00:00:00+00:00,2023-09-30 00:00:00+00:00,24,R - 17+ (violence & profanity),8.7,166007,62.0,811,310325,4533,summer,2023,Saturdays,23:00,"TV Tokyo, Aniplex, Dentsu, Shueisha, Zack Promotion",VIZ Media,Pierrot,"Action, Adventure, Supernatural",
1575,Code Geass: Hangyaku no Lelouch,Code Geass: Lelouch of the Rebellion,TV,Original,25,False,2006-10-06 00:00:00+00:00,2007-07-29 00:00:00+00:00,24,R - 17+ (violence & profanity),8.7,1428390,63.0,22,2304779,110063,fall,2006,Fridays,01:25,"Bandai Visual, Mainichi Broadcasting System, Bandai, Sony Music Entertainment, Bandai Namco Entertainment, Hakuhodo DY Media Partners","Funimation, Bandai Entertainment",Sunrise,"Action, Award Winning, Drama, Sci-Fi","Mecha, Military, School, Super Power"
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Samurai X: Trust and Betrayal,OVA,Manga,4,False,1999-02-20 00:00:00+00:00,1999-09-22 00:00:00+00:00,29,R - 17+ (violence & profanity),8.7,139808,61.0,902,280848,6299,winter,1999,,,Aniplex,"ADV Films, Aniplex of America",Studio Deen,"Action, Drama, Romance","Adult Cast, Historical, Samurai"
21939,Mushishi Zoku Shou,Mushi-shi: Next Passage Part 1,TV,Manga,10,False,2014-04-05 00:00:00+00:00,2014-06-21 00:00:00+00:00,24,PG-13 - Teens 13 or older,8.69,121386,64.0,827,306735,1587,spring,2014,Saturdays,00:00,"Aniplex, Kodansha, Delfi Sound",Aniplex of America,Artland,"Adventure, Mystery, Slice of Life, Supernatural","Adult Cast, Historical, Iyashikei"
33352,Violet Evergarden,Violet Evergarden,TV,Light novel,13,False,2018-01-11 00:00:00+00:00,2018-04-05 00:00:00+00:00,24,PG-13 - Teens 13 or older,8.68,1003240,66.0,46,1836674,63243,winter,2018,Thursdays,00:00,"Lantis, Pony Canyon, Rakuonsha, ABC Animation",Funimation,Kyoto Animation,Drama,
245,Great Teacher Onizuka,Great Teacher Onizuka,TV,Manga,43,False,1999-06-30 00:00:00+00:00,2000-09-17 00:00:00+00:00,25,R - 17+ (violence & profanity),8.68,417939,67.0,218,850993,26844,summer,1999,Wednesdays,19:30,"Aniplex, Fuji TV","Discotek Media, Tokyopop",Pierrot,Comedy,"Delinquents, School, Workplace"
40434,Mo Dao Zu Shi: Wanjie Pian,The Founder of Diabolism Season 3,ONA,Web novel,12,False,2021-08-07 00:00:00+00:00,2021-10-16 00:00:00+00:00,24,R - 17+ (violence & profanity),8.68,29435,67.0,2405,84233,1639,summer,2021,,,Tencent Penguin Pictures,,B.CMAY PICTURES,"Action, Adventure, Drama, Fantasy, Mystery","Historical, Mythology, Reincarnation"
5258,Hajime no Ippo: New Challenger,Fighting Spirit: New Challenger,TV,Manga,26,False,2009-01-07 00:00:00+00:00,2009-07-01 00:00:00+00:00,23,PG-13 - Teens 13 or older,8.67,172707,68.0,867,296435,1829,winter,2009,Wednesdays,01:29,"VAP, Kodansha, Nippon Television Network",,Madhouse,Sports,Combat Sports
431,Howl no Ugoku Shiro,Howl's Moving Castle,Movie,Novel,1,False,2004-11-20 00:00:00+00:00,,119,G - All Ages,8.67,952352,69.0,100,1378897,29744,fall,2004,,,"d-rights, Tokuma Shoten, Fonishia",Disney Platform Distribution,Studio Ghibli,"Adventure, Award Winning, Drama, Fantasy, Romance",
50399,Tian Guan Cifu Er,Heaven Official's Blessing Season 2,ONA,Web novel,12,False,2023-10-18 00:00:00+00:00,2024-01-17 00:00:00+00:00,24,PG-13 - Teens 13 or older,8.67,16823,70.0,3256,49458,1094,fall,2023,,,bilibili,,Red Dog Culture House,"Action, Adventure, Drama, Fantasy","Historical, Mythology"
55791,"""Oshi no Ko"" 2nd Season",[Oshi No Ko] Season 2,TV,Manga,13,False,2024-07-03 00:00:00+00:00,2024-10-06 00:00:00+00:00,25,PG-13 - Teens 13 or older,8.66,114072,72.0,680,360266,4603,summer,2024,Wednesdays,23:00,"Delfi Sound, Shueisha, CyberAgent, Kadokawa",Sentai Filmworks,Doga Kobo,Drama,"Reincarnation, Showbiz"
52742,Haikyuu!! Movie: Gomisuteba no Kessen,Haikyu!! Movie: The Dumpster Battle,Movie,Manga,1,False,2024-02-16 00:00:00+00:00,,85,PG-13 - Teens 13 or older,8.66,33830,73.0,1686,140463,1228,winter,2024,,,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",,Production I.G,Sports,"School, Team Sports"
164,Mononoke Hime,Princess Mononoke,Movie,Original,1,False,1997-07-12 00:00:00+00:00,,133,PG-13 - Teens 13 or older,8.66,831207,71.0,106,1288115,22468,summer,1997,,,"Tokuma Shoten, Nippon Television Network, Omnibus Promotion",GKIDS,Studio Ghibli,"Action, Adventure, Award Winning, Fantasy",
