Id,Name,English_Name,Type,Source,Episodes,Airing,Aired_From,Aired_To,Duration,Rating,Score,Scored_By,Rank,Popularity,Members,Favorites,Season,Year,Broadcast_Day,Broadcast_Time,Producers,Licensors,Studios,Genres,Themes
1433,Lupin III: Babylon no Ougon Densetsu,Lupin III: The Legend of the Gold of Babylon,Movie,Manga,1,False,1985-07-13 00:00:00+00:00,,100,R+ - Mild Nudity,6.45,4689,7284.0,6688,9804,6,summer,1985,,,,"AnimEigo, Discotek Media",Tokyo Movie Shinsha,"Action, Adventure, Comedy, Mystery",Adult Cast
19687,Kuiba II: Dazhan Yuan Yang Jie,Kuiba 2,Movie,Original,1,False,2013-05-31 00:00:00+00:00,,98,G - All Ages,6.45,186,7281.0,15422,654,2,spring,2013,,,Vasoon Animation,,,"Action, Adventure, Fantasy",
4068,Shin Megami Tensei Devil Children: Light & Dark,Shin Megami Tensei Devil Children: Light & Dark,TV,Game,52,False,2002-10-05 00:00:00+00:00,2003-09-27 00:00:00+00:00,24,PG - Children,6.45,720,7308.0,10758,2645,3,fall,2002,,,,,Actas,"Action, Adventure, Fantasy, Sci-Fi, Supernatural","Mythology, Video Game"
4013,Paul no Miracle Daisakusen,Paul in Fantasy Island,TV,Original,50,False,1976-10-03 00:00:00+00:00,1977-09-11 00:00:00+00:00,25,G - All Ages,6.45,676,7298.0,12454,1547,1,fall,1976,Sundays,18:00,Fuji TV,,Tatsunoko Production,"Action, Adventure",
3915,Time Bokan,Time Fighters,TV,Original,61,False,1975-10-04 00:00:00+00:00,1976-12-25 00:00:00+00:00,24,G - All Ages,6.45,1013,7315.0,10119,3208,3,fall,1975,Saturdays,18:30,Fuji TV,Harmony Gold,Tatsunoko Production,"Adventure, Comedy",Mecha
3900,Ougon Bat,Golden Bat,TV,Novel,52,False,1967-04-01 00:00:00+00:00,1968-03-23 00:00:00+00:00,25,PG-13 - Teens 13 or older,6.45,919,7298.0,10266,3057,5,spring,1967,,,"Tele-Cartoon Japan, Dongyang Animation",,Dai-Ichi Douga,"Action, Sci-Fi",Super Power
3481,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,Movie,Manga,1,False,1976-07-18 00:00:00+00:00,,31,PG-13 - Teens 13 or older,6.45,1387,7273.0,10359,2968,2,summer,1976,,,Dynamic Planning,,Toei Animation,"Action, Sci-Fi",Mecha
3435,Joou Heika no Petite Angie,Angie Girl,TV,Original,26,False,1977-12-13 00:00:00+00:00,1978-06-27 00:00:00+00:00,24,PG-13 - Teens 13 or older,6.45,536,7278.0,11946,1841,8,winter,1978,Tuesdays,19:30,,,"Nippon Animation, Production Reed",Mystery,Historical
37711,Koi to Uso: Isshou no Koi/Koi no Kimochi,Love and Lies: Love of a Lifetime/Feelings of Love,OVA,Web manga,1,False,2018-11-16 00:00:00+00:00,,29,PG-13 - Teens 13 or older,6.45,13779,7280.0,3692,39460,38,fall,2018,,,,,LIDENFILMS,"Drama, Romance",School
950,Street Fighter Alpha: Generations,Street Fighter Alpha: Generations,Movie,Game,1,False,2005-10-25 00:00:00+00:00,,42,PG-13 - Teens 13 or older,6.45,8688,7311.0,5637,14913,16,fall,2005,,,,Manga Entertainment,APPP,Adventure,
16718,SKET Dance: SD Character Flash Anime,SKET Dance: SD Character Flash Anime,ONA,Unknown,16,False,2011-03-07 00:00:00+00:00,2011-10-14 00:00:00+00:00,1,PG-13 - Teens 13 or older,6.45,1041,7310.0,9592,3820,0,spring,2011,,,,,Tatsunoko Production,Comedy,School
850,Gakuen Heaven,Gakuen Heaven,TV,Visual novel,13,False,2006-04-01 00:00:00+00:00,2006-06-24 00:00:00+00:00,26,PG-13 - Teens 13 or older,6.45,32338,7269.0,2715,69158,167,spring,2006,,,"Visual Arts, Geneon Entertainment",Media Blasters,Tokyo Kids,"Boys Love, Comedy, Drama","Reverse Harem, School"
2740,Monkey Turn,Monkey Turn,TV,Manga,25,False,2004-01-11 00:00:00+00:00,2004-06-27 00:00:00+00:00,23,PG-13 - Teens 13 or older,6.45,706,7290.0,11407,2166,4,winter,2004,Sundays,00:55,,,OLM,"Action, Drama",Racing
706,Comic Party Revolution,Comic Party: Revolution,TV,Visual novel,13,False,2005-04-04 00:00:00+00:00,2005-06-28 00:00:00+00:00,24,PG-13 - Teens 13 or older,6.45,4485,7261.0,6465,10566,9,spring,2005,Tuesdays,02:15,AQUAPLUS,"ADV Films, Funimation","Radix, Chaos Project","Comedy, Drama",Otaku Culture
49163,Exception,Exception,ONA,Original,8,False,2022-10-13 00:00:00+00:00,,29,R+ - Mild Nudity,6.45,2175,7267.0,7065,8548,18,fall,2022,,,"Tatsunoko Production, Khaki",,"Bakken Record, 5 Inc.",Sci-Fi,Space
2613,Mirai Shounen Conan 2: Taiga Daibouken,Future Boy Conan 2: River Adventure,TV,Unknown,24,False,1999-10-16 00:00:00+00:00,2000-04-01 00:00:00+00:00,23,PG-13 - Teens 13 or older,6.45,603,7288.0,10977,2465,0,fall,1999,,,,,Nippon Animation,"Adventure, Drama, Sci-Fi",
2495,Chance Triangle Session,Chance Pop Session,TV,Radio,13,False,2001-05-21 00:00:00+00:00,2001-08-27 00:00:00+00:00,24,PG-13 - Teens 13 or older,6.45,2151,7259.0,8038,6199,14,spring,2001,Mondays,01:30,Avex Entertainment,ADV Films,Madhouse,"Drama, Slice of Life","Idols (Female), Music"
13551,Shuukan Storyland,Shuukan Storyland,TV,Original,56,False,1999-10-14 00:00:00+00:00,2001-09-13 00:00:00+00:00,25,PG-13 - Teens 13 or older,6.45,153,7308.0,13838,1034,0,fall,1999,Thursdays,20:00,Nippon Television Network,,"Nippon Animation, VAP, Satelight, Shin-Ei Animation, Tokyo Movie","Comedy, Drama, Slice of Life",
438,Phantom The Animation,Phantom: The Animation,OVA,Visual novel,3,False,2004-02-27 00:00:00+00:00,2004-11-26 00:00:00+00:00,28,R - 17+ (violence & profanity),6.45,6099,7300.0,5644,14858,16,winter,2004,,,KSS,Media Blasters,Arcs Create,"Action, Drama",Organized Crime
12317,Upotte!!,Upotte!!,ONA,Manga,10,False,2012-04-07 00:00:00+00:00,2012-06-09 00:00:00+00:00,24,PG-13 - Teens 13 or older,6.45,31465,7317.0,2627,73040,164,spring,2012,,,"Kadokawa Shoten, DAX Production, Nippon Columbia",Sentai Filmworks,Xebec,"Action, Comedy, Ecchi",Military
417,Ragnarök The Animation,Ragnarok the Animation,TV,Game,26,False,2004-04-07 00:00:00+00:00,2004-09-29 00:00:00+00:00,24,PG-13 - Teens 13 or older,6.45,24743,7302.0,3208,50760,125,spring,2004,Wednesdays,01:30,"Gonzo, Frontier Works",Funimation,G&G Entertainment,"Action, Fantasy",
2067,Gekiganger 3: The Movie,Gekiganger 3,OVA,Original,1,False,1998-02-21 00:00:00+00:00,,30,PG-13 - Teens 13 or older,6.45,2420,7292.0,8728,5064,6,winter,1998,,,,Nozomi Entertainment,Xebec,"Action, Comedy, Sci-Fi","Mecha, Parody"
50136,Sharedol,Sharedol,ONA,Original,1,False,2021-10-25 00:00:00+00:00,,2,PG-13 - Teens 13 or older,6.45,405,7306.0,13933,1006,1,fall,2021,,,Sotsu,,"Toei Animation, Dangun Pictures",,"Historical, Idols (Female), Music"
1062,Nekojiru Gekijou Jirujiru Original,Nekojiru Gekijou Jirujiru Original,TV,Manga,27,False,1999-07-09 00:00:00+00:00,1999-10-01 00:00:00+00:00,1,R - 17+ (violence & profanity),6.45,5308,7292.0,6150,11949,89,summer,1999,,,Japan Home Video,,Kent House,"Action, Comedy",Anthropomorphic
50657,Feng Qi Luoyang: Shen Ji Shaonian,Luoyang,ONA,Original,16,False,2021-12-17 00:00:00+00:00,2022-03-18 00:00:00+00:00,19,PG-13 - Teens 13 or older,6.45,207,7268.0,14714,799,3,winter,2021,,,"iQIYI, High Energy Studio",,Chosen,"Action, Adventure, Fantasy",Historical
1189,Eden's Bowy,Eden's Bowy,TV,Manga,26,False,1999-04-06 00:00:00+00:00,1999-09-24 00:00:00+00:00,24,PG-13 - Teens 13 or older,6.45,2893,7267.0,7492,7351,7,spring,1999,Tuesdays,18:00,"Bandai Visual, Sotsu, TV Tokyo Music",ADV Films,Studio Deen,"Action, Adventure, Fantasy, Romance, Sci-Fi",
9493,Dororon Enma-kun Meeramera,Ghastly Prince Enma Burning Up,TV,Manga,12,False,2011-04-08 00:00:00+00:00,2011-06-24 00:00:00+00:00,24,R - 17+ (violence & profanity),6.45,6424,7264.0,5146,18869,31,spring,2011,,,"Mainichi Broadcasting System, Dynamic Planning","NIS America, Inc.",Brain's Base,"Action, Comedy, Supernatural, Ecchi","Mythology, Parody, Super Power"
14093,Pokemon Best Wishes! Season 2,Pokémon: Black & White: Rival Destinies,TV,Game,24,False,2012-06-21 00:00:00+00:00,2013-01-10 00:00:00+00:00,22,PG - Children,6.45,41835,7310.0,2633,72762,36,summer,2012,Thursdays,19:00,"TV Tokyo, MediaNet, Half H.P Studio",The Pokemon Company International,OLM,"Action, Adventure, Comedy, Fantasy",
58510,Hanma Baki vs. Kengan Ashura,Baki Hanma VS Kengan Ashura,ONA,Original,1,False,2024-06-06 00:00:00+00:00,,60,R - 17+ (violence & profanity),6.44,13303,7345.0,4413,27111,71,summer,2024,,,Netflix,,TMS Entertainment,Action,
58278,Kyonyuu Onna Shikan Sennou Saimin,Kyonyuu Onna Shikan Sennou Saimin,OVA,Visual novel,2,False,2024-05-31 00:00:00+00:00,,16,Rx - Hentai,6.44,756,,11685,1991,8,spring,2024,,,"Lune-Pictures, Antechinus",,Ryuu M's,Hentai,
52601,Onna no Sono no Hoshi,Onna no Sono no Hoshi,OVA,Manga,1,False,2022-12-08 00:00:00+00:00,,24,PG-13 - Teens 13 or older,6.44,244,7364.0,10367,2965,4,winter,2022,,,,,Lapin Track,"Comedy, Slice of Life",School
51735,Jiu Tian Xuan Di Jue 2nd Season,The Success Of Empyrean Xuan Emperor 2nd Season,ONA,Original,52,False,2022-05-02 00:00:00+00:00,2022-10-28 00:00:00+00:00,10,PG-13 - Teens 13 or older,6.44,434,7351.0,12320,1612,6,spring,2022,,,Youku,,Ruo Hong Culture,"Action, Adventure, Fantasy","Martial Arts, Mythology"
33138,Nama Lo Re: Namakemono The Animation,Nama Lo Re: Namakemono The Animation,OVA,Manga,1,False,2016-06-03 00:00:00+00:00,,17,Rx - Hentai,6.44,3260,,7361,7691,32,summer,2016,,,"MS Pictures, Chippai",,Studio 1st,Hentai,
27909,Otome Hime,"Nasty Thoughts, Dirty Deeds",OVA,Manga,1,False,2014-11-28 00:00:00+00:00,,25,Rx - Hentai,6.44,2426,,8032,6203,10,fall,2014,,,Pashmina,Kitty Media,Studio 1st,Hentai,
17491,Garden,Garden,OVA,Manga,2,False,2013-04-26 00:00:00+00:00,2013-07-26 00:00:00+00:00,28,Rx - Hentai,6.44,5124,,6295,11257,54,spring,2013,,,Pink Pineapple,,Office TakeOut,Hentai,
14659,Hump Bang,Hump Bang,OVA,Manga,2,False,2012-08-17 00:00:00+00:00,2012-12-21 00:00:00+00:00,25,Rx - Hentai,6.44,2239,,8216,5859,25,summer,2012,,,"MS Pictures, Pashmina",Kitty Media,Studio Prokion,Hentai,
9310,Ryoujoku Famiresu Choukyou Menu,Ryoujoku Famiresu Choukyou Menu,OVA,Visual novel,2,False,2010-09-24 00:00:00+00:00,2010-12-24 00:00:00+00:00,27,Rx - Hentai,6.44,2722,,7299,7865,30,fall,2010,,,,,PoRO,Hentai,
5054,Kojin Jugyou The Animation: Schoolgirl Ready for a Private Lesson,Kojin Jugyou The Animation: Schoolgirl Ready for a Private Lesson,OVA,Manga,2,False,2008-04-25 00:00:00+00:00,2008-05-27 00:00:00+00:00,27,Rx - Hentai,6.44,1419,,9093,4500,9,spring,2008,,,Pink Pineapple,,Flavors Soft,Hentai,
3622,Ikusa Otome Suvia,Ikusa Otome Suvia,OVA,Visual novel,4,False,2007-12-22 00:00:00+00:00,2009-08-28 00:00:00+00:00,27,Rx - Hentai,6.44,2362,,7876,6515,23,winter,2007,,,Pixy,,Anime Antenna Iinkai,"Fantasy, Hentai",
3171,Ryoujoku Hitozuma Onsen,Spa of Love,OVA,Visual novel,2,False,2005-10-25 00:00:00+00:00,2006-07-25 00:00:00+00:00,29,Rx - Hentai,6.44,1763,,8795,4966,11,fall,2005,,,"Milky Animation Label, MS Pictures",JapanAnime,"Kazuki Production, Studio March",Hentai,
36023,Persona 5 the Animation,Persona 5 the Animation,TV,Game,26,False,2018-04-08 00:00:00+00:00,2018-09-30 00:00:00+00:00,24,R - 17+ (violence & profanity),6.44,101459,7368.0,955,264193,982,spring,2018,Sundays,00:30,"Aniplex, A-1 Pictures, Movic, Atlus, Sammy, Sonilude",Aniplex of America,CloverWorks,Action,"School, Super Power"
33244,Kiitarou Shounen no Youkai Enikki,Kiitaro's yokai picture diary,TV,Web manga,12,False,2016-10-05 00:00:00+00:00,2016-12-21 00:00:00+00:00,4,PG-13 - Teens 13 or older,6.44,10617,7353.0,4125,31378,42,fall,2016,Wednesdays,22:33,Cloud22,,Creators in Pack,"Comedy, Supernatural",
33027,Infini-T Force,Infini-T Force,TV,Original,12,False,2017-10-03 00:00:00+00:00,2017-12-19 00:00:00+00:00,22,PG-13 - Teens 13 or older,6.44,2251,7348.0,6927,8944,7,fall,2017,Wednesdays,01:59,"Yomiuri Telecasting, Shochiku, HoriPro, Pony Canyon, Digital Frontier, Bushiroad, Nippon Television Network, Children's Playground Entertainment, Nippon Television Music, Hulu, Kadokawa, Sapporo Television Broadcasting, Miyagi Television Broadcasting, Shizuoka Daiichi Television, Chukyo TV Broadcasting, Hiroshima Television, Fukuoka Broadcasting System",VIZ Media,Tatsunoko Production,"Action, Sci-Fi",Super Power
13139,Gakkatsu!,Gakkatsu!,TV,Original,25,False,2012-04-03 00:00:00+00:00,2012-09-18 00:00:00+00:00,5,G - All Ages,6.44,2820,7342.0,7446,7451,8,spring,2012,,,Fanworks,,NHK,Comedy,School
27629,Tantei Kageki Milky Holmes TD,Tantei Kageki Milky Holmes TD,TV,Original,12,False,2015-01-03 00:00:00+00:00,2015-03-28 00:00:00+00:00,22,PG-13 - Teens 13 or older,6.44,3668,7324.0,6697,9773,9,winter,2015,Saturdays,22:00,"Sotsu, Bushiroad, Chrono Gear Creative",,"J.C.Staff, Nomad","Comedy, Mystery","Detective, Parody, Super Power"
25717,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,TV,Unknown,26,False,1989-06-05 00:00:00+00:00,1989-12-05 00:00:00+00:00,24,PG - Children,6.44,174,7332.0,14074,965,2,summer,1989,,,,,,"Adventure, Fantasy",
37564,Wo de Ni Tian Shen Qi,My Holy Weapon,ONA,Web manga,16,False,2018-04-26 00:00:00+00:00,2018-08-09 00:00:00+00:00,17,PG-13 - Teens 13 or older,6.44,3189,7326.0,5625,14988,29,spring,2018,,,Tencent Animation & Comics,,"Haoliners Animation League, Pb Animation Co. Ltd.","Adventure, Comedy, Fantasy, Romance, Supernatural",
37755,Golden Douga Gekijou,Golden Travelogue Theater,ONA,Manga,46,False,2018-04-16 00:00:00+00:00,2023-06-27 00:00:00+00:00,0,R - 17+ (violence & profanity),6.44,1718,7344.0,7960,6350,6,spring,2018,,,NBCUniversal Entertainment Japan,,"W-Toon Studio, DMM.futureworks",Comedy,
37522,Pet,Pet,TV,Manga,13,False,2020-01-06 00:00:00+00:00,2020-03-30 00:00:00+00:00,23,R - 17+ (violence & profanity),6.44,30012,7366.0,2236,95675,254,winter,2020,Mondays,22:00,"Fujipacific Music, Ai Addiction, Twin Engine",Sentai Filmworks,Geno Studio,"Mystery, Supernatural, Suspense","Adult Cast, Organized Crime, Psychological"
39194,Shin Chuuka Ichiban!,True Cooking Master Boy,TV,Manga,12,False,2019-10-12 00:00:00+00:00,2019-12-28 00:00:00+00:00,24,PG-13 - Teens 13 or older,6.44,4222,7320.0,6105,12205,13,fall,2019,Saturdays,02:25,"Kodansha, DMM pictures, JY Animation, China Film Animation, Beijing IMMG",,"Production I.G, Nihon Ad Systems","Comedy, Gourmet",
34394,Yuuki Yuuna wa Yuushabu Shozoku,Yuuki Yuuna wa Yuushabu Shozoku,Movie,4-koma manga,1,False,2017-03-18 00:00:00+00:00,,7,PG-13 - Teens 13 or older,6.44,1513,7331.0,8647,5176,5,spring,2017,,,,,W-Toon Studio,Comedy,
4962,Rokumon Tengai Mon Colle Knights,Six Gates Faraway Mon Colle Knights,TV,Card game,51,False,2000-01-10 00:00:00+00:00,2000-12-25 00:00:00+00:00,25,G - All Ages,6.44,2358,7373.0,8253,5803,17,winter,2000,Mondays,18:00,,Discotek Media,Studio Deen,"Adventure, Comedy, Fantasy",Parody
33145,Meitantei Conan: Nazo no Suisei Kaijuu wo Oe!,Detective Conan: Chase the Mysterious Comet Monster!,OVA,Manga,1,False,2001-11-09 00:00:00+00:00,,14,G - All Ages,6.44,856,7361.0,10047,3291,1,fall,2001,,,Shogakukan,,,Mystery,
33087,Meiji Tokyo Renka Movie 2: Hanakagami no Fantasia,Meiji Tokyo Renka Movie 2: Hanakagami no Fantasia,Movie,Visual novel,1,False,2016-05-06 00:00:00+00:00,,59,PG-13 - Teens 13 or older,6.44,493,7361.0,8905,4797,7,spring,2016,,,MAGES.,,Studio Deen,"Fantasy, Romance","Historical, Reverse Harem, Time Travel"
34497,Death March kara Hajimaru Isekai Kyousoukyoku,Death March to the Parallel World Rhapsody,TV,Light novel,12,False,2018-01-11 00:00:00+00:00,2018-03-29 00:00:00+00:00,23,PG-13 - Teens 13 or older,6.44,296241,7339.0,440,524845,1844,winter,2018,Thursdays,23:30,"Sotsu, AT-X, DIVE II Entertainment, Tokyo MX, Avex Pictures, BS11, Kadokawa, KLab",Funimation,"SILVER LINK., Connect","Adventure, Fantasy","Harem, Isekai"
40893,Komatta Jiisan,Komatta Jiisan,TV,Manga,13,False,2020-04-08 00:00:00+00:00,2020-07-01 00:00:00+00:00,1,,6.44,2107,7357.0,8888,4822,6,spring,2020,Wednesdays,23:29,BS NTV,,Kachidoki Studio,"Comedy, Romance",Adult Cast
41286,Da Wang Bu Gaoxing,The Furious Yama,ONA,Web manga,12,False,2020-01-01 00:00:00+00:00,2020-03-11 00:00:00+00:00,7,PG-13 - Teens 13 or older,6.44,939,7339.0,9208,4316,12,winter,2020,,,bilibili,,Haoliners Animation League,"Comedy, Fantasy","Mythology, School"
3285,Himitsu no Akko-chan,Secrets of Akko-chan,TV,Manga,94,False,1969-01-06 00:00:00+00:00,1970-10-26 00:00:00+00:00,24,G - All Ages,6.44,1240,7348.0,9518,3901,8,winter,1969,Mondays,19:00,,,Toei Animation,"Comedy, Fantasy","Mahou Shoujo, School"
30481,Ginga Tetsudou 999 for Planetarium,Ginga Tetsudou 999 for Planetarium,Movie,Unknown,1,False,2002-06-01 00:00:00+00:00,,0,G - All Ages,6.44,197,7343.0,13107,1264,1,summer,2002,,,,,Toei Animation,"Adventure, Drama, Sci-Fi",Space
42149,Qiang Shen Ji: Tegong Shijie Pian,Qiang Shen Ji: Tegong Shijie Pian,ONA,Game,12,False,2018-06-15 00:00:00+00:00,2018-08-31 00:00:00+00:00,21,PG-13 - Teens 13 or older,6.44,139,7372.0,16504,512,0,summer,2018,,,,,Mokai Technology,"Action, Sci-Fi",
42291,Xian Feng Jianyu Lu,Xian Feng Jianyu Lu,ONA,Novel,70,False,2020-07-11 00:00:00+00:00,2021-03-03 00:00:00+00:00,8,,6.44,416,7327.0,12292,1630,3,summer,2020,,,,,Ruo Hong Culture,"Action, Fantasy, Supernatural",
42914,Planetarium Pokemon: Aurora kara no Message,Planetarium Pokemon: Aurora kara no Message,Movie,Game,1,False,2020-08-29 00:00:00+00:00,,27,PG - Children,6.44,547,7369.0,11635,2021,0,summer,2020,,,,,OLM,"Action, Adventure, Comedy, Fantasy",
1988,Himawari!!,Himawari Too!!,TV,Original,13,False,2007-01-07 00:00:00+00:00,2007-04-01 00:00:00+00:00,25,PG-13 - Teens 13 or older,6.44,4020,7346.0,6176,11817,6,winter,2007,Sundays,00:30,"Starchild Records, Tohokushinsha Film Corporation",Maiden Japan,Arms,"Comedy, Romance",
23897,Lovely Movie: Itoshi no Muco,Lovely Movie: Lovely Muuuuuuuco!,TV,Manga,20,False,2013-07-29 00:00:00+00:00,2013-12-23 00:00:00+00:00,2,PG - Children,6.44,349,7360.0,12446,1553,0,summer,2013,,,,,Doga Kobo,Slice of Life,Pets
23067,Tenkai Knights,Tenkai Knights,TV,Original,52,False,2014-04-05 00:00:00+00:00,2015-03-28 00:00:00+00:00,24,G - All Ages,6.44,2535,7325.0,8331,5704,30,spring,2014,,,,,Bones,"Action, Adventure, Comedy, Sci-Fi","Mecha, Super Power"
22249,Yodaka no Hoshi,The Nighthawk Star,Movie,Picture book,1,False,2013-01-01 00:00:00+00:00,,10,G - All Ages,6.44,1456,7328.0,10213,3107,6,winter,2013,,,NHK,,,Adventure,
5201,Salad Juu Yuushi Tomatoman,Tomatoman,TV,Original,50,False,1992-04-03 00:00:00+00:00,1993-03-27 00:00:00+00:00,23,G - All Ages,6.44,683,7374.0,12572,1484,3,spring,1992,Fridays,18:30,"TV Tokyo, Yomiko Advertising, Gakken",,Animation 21,"Adventure, Comedy",
39235,Ni no Kuni,Ni no Kuni,Movie,Game,1,False,2019-08-23 00:00:00+00:00,,106,PG-13 - Teens 13 or older,6.44,33240,7362.0,2787,65870,68,summer,2019,,,,,OLM,"Action, Adventure, Fantasy",Isekai
8560,"Kyou, Koi wo Hajimemasu",Today We Start Our Love,OVA,Manga,2,False,2010-06-25 00:00:00+00:00,2010-10-23 00:00:00+00:00,20,PG-13 - Teens 13 or older,6.44,16656,7359.0,3965,34037,91,summer,2010,,,,,J.C.Staff,Romance,School
943,Yume Tsukai,Yume Tsukai,TV,Manga,12,False,2006-04-09 00:00:00+00:00,2006-06-25 00:00:00+00:00,24,PG - Children,6.44,2988,7330.0,6684,9813,15,spring,2006,Sundays,02:30,"Pony Canyon, Happinet Pictures",,Madhouse,"Drama, Fantasy, Slice of Life",
32407,Clockwork Planet,Clockwork Planet,TV,Light novel,12,False,2017-04-07 00:00:00+00:00,2017-06-23 00:00:00+00:00,24,PG-13 - Teens 13 or older,6.44,65645,7337.0,1508,162449,434,spring,2017,Fridays,01:58,"TBS, Kodansha, NBCUniversal Entertainment Japan, NichiNare, GYAO!, Akatsuki",Funimation,Xebec,"Fantasy, Sci-Fi",
49844,Kirakira Kirari,Kirakira Kirari,ONA,Original,1,False,2022-03-30 00:00:00+00:00,,10,G - All Ages,6.44,557,7355.0,13509,1132,1,spring,2022,,,,,Lesprit,Fantasy,
2732,Baby Baachan,Baby Grandma,TV,Original,53,False,2002-04-08 00:00:00+00:00,2002-12-04 00:00:00+00:00,7,G - All Ages,6.44,355,7333.0,13344,1186,0,spring,2002,,,"Bandai Visual, NHK, Bandai",,,"Comedy, Drama",
2572,Fushigi no Kuni no Alice,Alice in Wonderland,TV,Book,24,False,1983-10-10 00:00:00+00:00,1984-03-26 00:00:00+00:00,26,G - All Ages,6.44,1389,7342.0,9694,3692,7,fall,1983,Mondays,19:30,,,Nippon Animation,"Adventure, Fantasy","Anthropomorphic, Isekai"
2243,Karasu Tengu Kabuto,Karasu Tengu Kabuto,TV,Manga,39,False,1990-07-29 00:00:00+00:00,1991-06-30 00:00:00+00:00,25,R - 17+ (violence & profanity),6.44,909,7353.0,10105,3224,2,summer,1990,,,KSS,,Azeta Pictures,"Action, Adventure, Drama",Historical
12663,Patalliro! Stardust Keikaku,Patalliro! Stardust Keikaku,Movie,Manga,1,False,1983-07-10 00:00:00+00:00,,48,PG-13 - Teens 13 or older,6.44,628,7338.0,11554,2078,1,summer,1983,,,,,Toei Animation,"Adventure, Boys Love, Comedy",
11073,Pokemon Introductory Recap,Ash's Journey,Movie,Game,1,False,1998-07-18 00:00:00+00:00,,2,PG - Children,6.44,5470,7372.0,6169,11847,4,summer,1998,,,,"4Kids Entertainment, Warner Bros. Pictures",OLM,Fantasy,
336,Ginyuu Mokushiroku Meine Liebe,Ginyuu Mokushiroku Meine Liebe,TV,Visual novel,13,False,2004-11-04 00:00:00+00:00,2005-02-03 00:00:00+00:00,24,PG-13 - Teens 13 or older,6.44,4352,7343.0,5836,13659,30,fall,2004,Thursdays,22:30,Rondo Robe,,Bee Train,"Drama, Fantasy",
1839,Jagainu-kun,Jagainu-kun,TV,Original,26,False,2004-04-04 00:00:00+00:00,2004-07-18 00:00:00+00:00,3,G - All Ages,6.44,680,7324.0,12383,1581,2,spring,2004,,,Aniplex,,,"Adventure, Fantasy, Slice of Life",Anthropomorphic
1107,Youjuu Toshi,Wicked City,Movie,Novel,1,False,1987-04-25 00:00:00+00:00,,82,R+ - Mild Nudity,6.44,23359,7329.0,2948,59610,251,spring,1987,,,Japan Home Video,"Discotek Media, Urban Vision, Streamline Pictures",Madhouse,"Action, Adventure, Drama, Horror","Gore, Mythology, Super Power"
34382,Citrus,Citrus,TV,Manga,12,False,2018-01-06 00:00:00+00:00,2018-03-24 00:00:00+00:00,23,PG-13 - Teens 13 or older,6.44,281418,7335.0,435,528924,3945,winter,2018,Saturdays,23:30,"Sotsu, Lantis, AT-X, KlockWorx, Happinet Pictures, BS Fuji, Tokyo MX, Infinite, Children's Playground Entertainment, Ichijinsha, Crunchyroll SC Anime Fund",Funimation,Passione,"Drama, Girls Love",School
9107,Pokemon Best Wishes!,Pokémon: Black & White,TV,Game,84,False,2010-09-23 00:00:00+00:00,2012-06-14 00:00:00+00:00,22,PG - Children,6.44,62571,7370.0,2080,106670,160,fall,2010,Thursdays,19:00,"TV Tokyo, MediaNet, Half H.P Studio","VIZ Media, The Pokemon Company International",OLM,"Action, Adventure, Comedy, Fantasy",
1185,Battle Athletess Daiundoukai,Battle Athletes,OVA,Original,6,False,1997-05-25 00:00:00+00:00,1998-06-25 00:00:00+00:00,32,PG-13 - Teens 13 or older,6.44,2305,7333.0,7966,6336,7,spring,1997,,,"TV Tokyo, Genco, Pioneer LDC","Discotek Media, Geneon Entertainment USA",AIC,"Comedy, Sci-Fi, Sports, Ecchi",Space
17157,Nozoki Ana,Nozoki Ana,OVA,Manga,1,False,2013-02-28 00:00:00+00:00,,55,R+ - Mild Nudity,6.44,28722,,3050,55787,146,winter,2013,,,TOHO,,Studio Fantasia,"Comedy, Drama, Erotica",
58196,Koneko no Chi: Ponponraa Natsuyasumi,Chi's Sweet Adventure: Summer Vacation,ONA,Original,12,False,2024-07-19 00:00:00+00:00,,12,G - All Ages,6.43,109,7380.0,15322,675,1,summer,2024,,,Half H.P Studio,,Marza Animation Planet,Slice of Life,Pets
57996,Lili Kurong,Lili Kurong,ONA,Game,1,False,2024-01-28 00:00:00+00:00,,1,PG-13 - Teens 13 or older,6.43,179,7380.0,16602,499,0,winter,2024,,,,,Gear Studio,Fantasy,Music
51347,Tekken: Bloodline,Tekken: Bloodline,ONA,Game,6,False,2022-08-18 00:00:00+00:00,,25,R - 17+ (violence & profanity),6.43,19457,7403.0,4046,32771,82,summer,2022,,,"Bandai Namco Entertainment, Netflix",,"Studio Hibari, Larx Entertainment",Action,Martial Arts
38672,Precure Miracle Universe Movie,Precure Miracle Universe Movie,Movie,Original,1,False,2019-03-16 00:00:00+00:00,,71,G - All Ages,6.43,1399,7395.0,9863,3489,3,spring,2019,,,,,Toei Animation,Action,Mahou Shoujo
32997,Lo Re: Pako Sukusuku Mizuki-chan The Animation,Lo Re: Pako Sukusuku Mizuki-chan The Animation,OVA,Manga,1,False,2016-05-06 00:00:00+00:00,,17,Rx - Hentai,6.43,3469,,7254,8015,53,spring,2016,,,Chippai,,Studio 1st,Hentai,
